iter	Logloss
225	0.4888691788
226	0.4883225703
227	0.488042999
228	0.4873628234
229	0.4868373129
230	0.4866685536
231	0.4861954052
232	0.485769458
233	0.4855261266
234	0.4852361831
235	0.484820428
236	0.4843250062
237	0.4840013084
238	0.4834283187
239	0.483070757
240	0.4827098713
241	0.4823393553
242	0.4820042918
243	0.4817217271
244	0.4811913307
245	0.4805356527
246	0.4802910835
247	0.4798002805
248	0.4789717843
249	0.4785240849
250	0.4782570268
251	0.4774376943
252	0.4770040727
253	0.4764876946
254	0.476156183
255	0.4755031777
256	0.4752237538
257	0.4748391303
258	0.4744624501
259	0.4740544394
260	0.4736346141
261	0.4731238979
262	0.4728291349
263	0.4721608212
264	0.4715910349
265	0.4710166375
266	0.4707272496
267	0.4702318539
268	0.4699400914
269	0.4694353288
270	0.4691569731
271	0.4687358843
272	0.4681948229
273	0.4677638971
274	0.4673363114
275	0.4669929873
276	0.4665222273
277	0.4663334028
278	0.4658959751
279	0.4652925474
280	0.4649957928
281	0.4646810351
282	0.4642615294
283	0.4640251597
284	0.4635417119
285	0.4632867361
286	0.4629013419
287	0.4625309005
288	0.4621349611
289	0.4617122651
290	0.4612989465
291	0.460976207
292	0.4606605704
293	0.460372622
294	0.460010688
295	0.4596277226
296	0.4590454616
297	0.4586168473
298	0.4583594405
299	0.4580619494
300	0.4576991494
301	0.457215636
302	0.45684367
303	0.4565443245
304	0.4562313665
305	0.4559513944
306	0.455557051
307	0.4550728907
308	0.4548387932
309	0.4545026392
310	0.4542241399
311	0.45395914
312	0.453521574
313	0.45327842
314	0.4529557214
315	0.4529040039
316	0.4525884038
317	0.4522870074
318	0.4515946132
319	0.451109703
320	0.4508872523
321	0.4506221326
322	0.4499222869
323	0.4496660194
324	0.4494697969
325	0.449165457
326	0.4486509393
327	0.4482525135
328	0.447856176
329	0.4475146225
330	0.4471266278
331	0.4466818374
332	0.4462368615
333	0.4458530793
334	0.4454515801
335	0.4449912353
336	0.4447094768
337	0.4442668604
338	0.4439719466
339	0.4436948761
340	0.4433026389
341	0.443055293
342	0.4427743264
343	0.4426095363
344	0.4422605155
345	0.4418826524
346	0.4415549426
347	0.4410182542
348	0.440648526
349	0.4403731851
350	0.4398775187
351	0.4393955792
352	0.4392175005
353	0.4390354326
354	0.4387253799
355	0.4383637852
356	0.4379774166
357	0.4376007892
358	0.4371503885
359	0.4368960913
360	0.4365167607
361	0.436033427
362	0.4356243498
363	0.4352169119
364	0.4350872931
365	0.434728966
366	0.4343564641
367	0.4339910383
368	0.4336659756
369	0.4332117799
370	0.4329468671
371	0.4323922422
372	0.4319417877
373	0.4314732983
374	0.4312250029
375	0.4308352331
376	0.4305215783
377	0.430241307
378	0.4298709536
379	0.4295832458
380	0.4293228332
381	0.4290252701
382	0.4287637428
383	0.4286025145
384	0.4282572103
385	0.4279016776
386	0.4276842767
387	0.4273231421
388	0.4270988073
389	0.4268653365
390	0.4266503551
391	0.4261753978
392	0.4258448486
393	0.425497477
394	0.4252736964
395	0.4249291842
396	0.4246453558
397	0.4244188538
398	0.4240417207
399	0.4240044529
400	0.4237189898
401	0.4232170086
402	0.422935414
403	0.4225711166
404	0.4221355027
405	0.421830022
406	0.4215496213
407	0.4213549269
408	0.4209411217
409	0.4207625652
410	0.4203956595
411	0.4201691012
412	0.4200689334
413	0.4198490728
414	0.4196041688
415	0.4192811499
416	0.41894158
417	0.4187054449
418	0.4183281133
419	0.4180862233
420	0.4177971784
421	0.4175293557
422	0.4172501695
423	0.4168257254
424	0.4165891309
425	0.4162054506
426	0.4159055707
427	0.4154316395
428	0.4151114559
429	0.4149972296
430	0.4146350006
431	0.4144460801
432	0.4140801911
433	0.4137343587
434	0.4134965394
435	0.4133288231
436	0.4129290111
437	0.4124825264
438	0.4122945601
439	0.4116523845
440	0.4113507522
441	0.4108507723
442	0.4105172782
443	0.4101640538
444	0.4099546987
445	0.4096440076
446	0.4096381459
447	0.4093024263
448	0.4088795529
449	0.4086642502
450	0.408336479
451	0.4082217905
452	0.4078932907
453	0.4076519446
454	0.4073192407
455	0.407053247
456	0.4068017586
457	0.4065281733
458	0.4063457539
459	0.4059905816
460	0.4058430851
461	0.4055399673
462	0.4052236201
463	0.4050745205
464	0.404832932
465	0.4047054742
466	0.404410975
467	0.4041982307
468	0.4039189548
469	0.4034511376
470	0.4030882273
471	0.4027897019
472	0.4025261545
473	0.4024018815
474	0.4022003052
475	0.4018871055
476	0.4016138118
477	0.4012142573
478	0.4010302617
479	0.4007872368
480	0.4005368728
481	0.4001129709
482	0.3996907394
483	0.3993095526
484	0.3989908075
485	0.3987960942
486	0.3982436907
487	0.3978844616
488	0.3976185362
489	0.3973695787
490	0.3969582819
491	0.3965163185
492	0.3960742986
493	0.3959088517
494	0.3955040975
495	0.3951505719
496	0.3947935483
497	0.3945375609
498	0.3943442545
499	0.394088065
500	0.393845742
501	0.3934778696
502	0.3931995659
503	0.3930407019
504	0.3927922836
505	0.3926236785
506	0.3921699922
507	0.3918980844
508	0.3916703521
509	0.3914320802
510	0.3910776575
511	0.3908729364
512	0.3906609563
513	0.3902716357
514	0.3900492967
515	0.3895020507
516	0.3891511372
517	0.3890494953
518	0.3888059415
519	0.3885601389
520	0.3883606272
521	0.3879907341
522	0.3877045946
523	0.3874318433
524	0.3870565944
525	0.3868579387
526	0.3867305413
527	0.3864259854
528	0.3862723048
529	0.3860407091
530	0.3857096361
531	0.3853073333
532	0.3850115869
533	0.3849175219
534	0.3846783362
535	0.3845134799
536	0.3841846669
537	0.3837226951
538	0.3831957994
539	0.3829014843
540	0.3822900367
541	0.3820781413
542	0.3819808384
543	0.3817239877
544	0.3815047926
545	0.3811930975
546	0.3808233944
547	0.3806086518
548	0.3803837515
549	0.3802198546
550	0.3799004164
551	0.379756507
552	0.3796277964
553	0.3794097455
554	0.3790575013
555	0.3788754819
556	0.3786551079
557	0.3783262441
558	0.378116596
559	0.3779235646
560	0.3777072475
561	0.3773747696
562	0.3769262144
563	0.3766278318
564	0.3762836551
565	0.3760583424
566	0.3759099111
567	0.3757875517
568	0.3755863693
569	0.3755667165
570	0.3752365564
571	0.3750142394
572	0.3748785757
573	0.3746858759
574	0.3743969849
575	0.374011405
576	0.3737245848
577	0.3734399901
578	0.3732235307
579	0.3728047672
580	0.3726391368
581	0.3724964832
582	0.3724037149
583	0.372078483
584	0.3719452693
585	0.3717596163
586	0.3715667696
587	0.3714026085
588	0.3712552095
589	0.3709525457
590	0.3704616338
591	0.3702746186
592	0.3700911379
593	0.3697030725
594	0.3694880745
595	0.3692004326
596	0.3688966433
597	0.3686470682
598	0.3685610084
599	0.3683357233
600	0.3679678802
601	0.3678120814
602	0.3675455839
603	0.3673257345
604	0.3670442537
605	0.3667262167
606	0.366494198
607	0.3663944
608	0.3659868506
609	0.3657694716
610	0.3653879405
611	0.36520598
612	0.365034049
613	0.3648009269
614	0.3645053929
615	0.3642499933
616	0.363886601
617	0.3636674672
618	0.3636152983
619	0.3633740232
620	0.3632542106
621	0.3632010801
622	0.3629888959
623	0.3627969245
624	0.3626572672
625	0.3624199984
626	0.3622885727
627	0.3621540089
628	0.3620339641
629	0.3618017869
630	0.3614600985
631	0.361168328
632	0.361046187
633	0.3607830191
634	0.3606042366
635	0.3601932527
636	0.3598152938
637	0.3596844105
638	0.3594620041
639	0.35919727
640	0.3591043444
641	0.3589068025
642	0.3586233274
643	0.3584226163
644	0.3580776451
645	0.3579130285
646	0.3578494592
647	0.3575475648
648	0.3572806073
649	0.357002899
650	0.356808761
651	0.3566414872
652	0.3564548807
653	0.3562030879
654	0.3558719851
655	0.3555601251
656	0.355262975
657	0.3550678074
658	0.3548739237
659	0.3547008171
660	0.3545554939
661	0.3542565716
662	0.3539688415
663	0.3537549578
664	0.3535373631
665	0.3533967588
666	0.3532908696
667	0.3530905856
668	0.3529001265
669	0.3526030103
670	0.3523644641
671	0.352105409
672	0.351887618
673	0.3517245689
674	0.3515993164
675	0.3512212651
676	0.3510978402
677	0.3508846213
678	0.3505059591
679	0.3503502651
680	0.3499788274
681	0.3498016686
682	0.3495483107
683	0.3493822852
684	0.3491919964
685	0.3490369024
686	0.348746427
687	0.3485181116
688	0.3482836647
689	0.3479326122
690	0.3478227769
691	0.3477425961
692	0.3471934022
693	0.3471364977
694	0.3468120204
695	0.3465805188
696	0.3464411074
697	0.3461024422
698	0.3459011725
699	0.345566913
700	0.3452470311
701	0.3449298043
702	0.3447742014
703	0.3444937626
704	0.3442760801
705	0.3438451307
706	0.3435876568
707	0.3434935184
708	0.3433944668
709	0.3431471974
710	0.342877764
711	0.3426822114
712	0.3423639942
713	0.3419619533
714	0.3417591845
715	0.3414181888
716	0.3412320397
717	0.340954424
718	0.3408767525
719	0.3404081576
720	0.3401755835
721	0.3400462038
722	0.3398029465
723	0.3394900739
724	0.3393332739
725	0.3391380612
726	0.3388630775
727	0.3386145775
728	0.3384630306
729	0.3382224939
730	0.3382111971
731	0.3379966114
732	0.3377984507
733	0.3376475783
734	0.3373804826
735	0.3370187027
736	0.3368536913
737	0.3366904599
738	0.3364952996
739	0.3361087766
740	0.3358279639
741	0.3356640391
742	0.3355387635
743	0.3353063925
744	0.3351345469
745	0.3350372859
746	0.3348094255
747	0.3344443738
748	0.3342190256
749	0.3339748345
750	0.3338055501
751	0.3335162158
752	0.3333186779
753	0.3331115643
754	0.3329702691
755	0.3328345135
756	0.3326550813
757	0.3324424516
758	0.3323033347
759	0.3320412531
760	0.3318123438
761	0.3315530842
762	0.3313420186
763	0.3312621363
764	0.3309964664
765	0.3308639808
766	0.330723676
767	0.3305325145
768	0.3303296444
769	0.3302615553
770	0.330210313
771	0.3297690941
772	0.3296216719
773	0.3294690037
774	0.3291849081
775	0.3290412396
776	0.3287064048
777	0.328376066
778	0.3280864854
779	0.3279162332
780	0.3277476578
781	0.3275130724
782	0.3274335464
783	0.3272782547
784	0.3270180232
785	0.3268213377
786	0.3265558499
787	0.3263297974
788	0.3261124338
789	0.3260025457
790	0.3257610657
791	0.3255743616
792	0.3254073767
793	0.3252238349
794	0.3249081985
795	0.3246439296
796	0.3243489687
797	0.3241585063
798	0.3239555235
799	0.3237119975
800	0.3234048546
801	0.3230614857
802	0.3227825578
803	0.3226119767
804	0.3223295018
805	0.321971329
806	0.3218220051
807	0.3216668561
808	0.3215900271
809	0.3212267503
810	0.3211219869
811	0.3208853183
812	0.3207035527
813	0.3205721498
814	0.3203773518
815	0.3200620857
816	0.3199267216
817	0.3196299142
818	0.3194770448
819	0.3192108351
820	0.3188697582
821	0.3186604964
822	0.3183557206
823	0.3180800599
824	0.3179630175
825	0.317629916
826	0.3174112206
827	0.3171700757
828	0.316914304
829	0.3167021838
830	0.3165990102
831	0.3164922208
832	0.3162963898
833	0.3160991858
834	0.3158612106
835	0.3155709109
836	0.3154428773
837	0.3151219794
838	0.3149764924
839	0.3147257905
840	0.3144427125
841	0.3142493125
842	0.3140156393
843	0.3137600719
844	0.3134982412
845	0.3133180917
846	0.3129974034
847	0.3128089703
848	0.3126574478
849	0.3123720576
850	0.3122061458
851	0.3120603087
852	0.3117937496
853	0.3114631208
854	0.3113390891
855	0.3111200587
856	0.3109392135
857	0.3109149059
858	0.3107218378
859	0.3104072274
860	0.3102856924
861	0.3098899339
862	0.3095929962
863	0.3094409984
864	0.3092869479
865	0.3091459776
866	0.3089671037
867	0.3088458585
868	0.3086771715
869	0.3085376454
870	0.3082379333
871	0.307995592
872	0.3078193866
873	0.307526206
874	0.3073663683
875	0.3072796579
876	0.3069416496
877	0.306764233
878	0.3066401694
879	0.3064548595
880	0.3061499839
881	0.3058270622
882	0.3057334878
883	0.3055210561
884	0.3053966153
885	0.3051999036
886	0.3050990309
887	0.3048685583
888	0.3046988383
889	0.3043762813
890	0.3042619197
891	0.304090123
892	0.303889873
893	0.3037647329
894	0.3035870437
895	0.3032788741
896	0.3029404903
897	0.302690925
898	0.3025694932
899	0.3024146623
900	0.3021937703
901	0.3018765509
902	0.3017255771
903	0.3015916189
904	0.3014454991
905	0.3011120913
906	0.3009809186
907	0.3006424015
908	0.3003694155
909	0.3000928329
910	0.2998076481
911	0.2996297011
912	0.2995085356
913	0.2992680755
914	0.2990996996
915	0.2990096645
916	0.2988198354
917	0.2987470164
918	0.2985527109
919	0.2983431099
920	0.2981387317
921	0.2979032183
922	0.2977921725
923	0.2975491685
924	0.2973833583
925	0.2971446545
926	0.2969868912
927	0.2968600938
928	0.2966947219
929	0.2964514867
930	0.2961718323
931	0.2959404305
932	0.2957632096
933	0.2956151359
934	0.2953941494
935	0.2952314569
936	0.2948719983
937	0.2946386523
938	0.2944295168
939	0.2942997808
940	0.2940287803
941	0.2937982782
942	0.2935299514
943	0.2931654196
944	0.2930503318
945	0.2928227771
946	0.292622689
947	0.2924057049
948	0.2921234897
949	0.2917754415
950	0.2915475062
951	0.2913916578
952	0.2911828498
953	0.2909840429
954	0.2908270583
955	0.2904796461
956	0.2904412827
957	0.2903191396
958	0.2902248049
959	0.2900857106
960	0.2899595462
961	0.2896263095
962	0.2895024546
963	0.2892870607
964	0.2891507172
965	0.2890155576
966	0.288895402
967	0.2888313337
968	0.2886358874
969	0.2882685296
970	0.2879616112
971	0.2877799273
972	0.2875427214
973	0.2874344093
974	0.2873424005
975	0.2872532482
976	0.287116288
977	0.2868512991
978	0.2866411895
979	0.2865339623
980	0.2861763714
981	0.2860606912
982	0.2858501206
983	0.2856063892
984	0.2853596696
985	0.2852901306
986	0.285069977
987	0.2849362465
988	0.2848551969
989	0.2847308086
990	0.2845710377
991	0.2842894409
992	0.2840219725
993	0.2839095766
994	0.2837706888
995	0.2836661135
996	0.2835198477
997	0.2832537783
998	0.2831677516
999	0.2829568405
